"t","Exp1Run1","Exp1Run2","Exp1Run3","Exp1Run4","Exp1Run5","Exp2Run1","Exp2Run2","Exp2Run3","Exp2Run4","Exp2Run5","Exp3Run1","Exp3Run2","Exp3Run3","Exp3Run4","Exp3Run5","Exp4Run1","Exp4Run2","Exp4Run3","Exp4Run4","Exp4Run5","Exp5Run1","Exp5Run2","Exp5Run3","Exp5Run4","Exp5Run5","Exp6Run1","Exp6Run2","Exp6Run3","Exp6Run4","Exp6Run5","Exp7Run1","Exp7Run2","Exp7Run3","Exp7Run4","Exp7Run5","Exp8Run1","Exp8Run2","Exp8Run3","Exp8Run4","Exp8Run5","Exp9Run1","Exp9Run2","Exp9Run3","Exp9Run4","Exp9Run5"
43,0.112875,0.06725,0.038125,0.114,0.0267500000000001,0.112875,0.088375,0.13025,0.107625,0.071375,0.112875,0.110125,0.04525,0.0665,0.091625,0.112875,0.146625,0.067125,0.138375,0.118,0.112875,0.091375,0.079125,0.087875,0.061125,0.112875,0.0995,0.056125,0.066875,0.10275,0.112875,0.0915,0.13425,0.100125,0.052625,0.112875,0.0865,0.061875,0.07775,0.0317499999999999,0.112875,0.10475,0.074375,0.106,0.11925
44,0.11025,0.062625,0.032875,0.1095,0.0215,0.11025,0.08475,0.128125,0.105,0.067625,0.11025,0.10675,0.040125,0.061375,0.0885,0.11025,0.14325,0.0615,0.13575,0.11575,0.11025,0.088375,0.075875,0.08425,0.0570000000000001,0.11025,0.09675,0.052,0.0629999999999999,0.10025,0.11025,0.08975,0.13175,0.096,0.04825,0.11025,0.0826249999999999,0.058375,0.071875,0.0265,0.11025,0.10075,0.0695,0.102375,0.1165
45,0.1965,0.158125,0.133125,0.198,0.1225,0.1965,0.172625,0.213125,0.192,0.161125,0.1965,0.195,0.14075,0.158,0.178125,0.1965,0.226875,0.15625,0.22025,0.20225,0.1965,0.178,0.16575,0.173625,0.15425,0.1965,0.183625,0.151875,0.157375,0.186375,0.1965,0.177,0.21575,0.18575,0.146375,0.1965,0.1745,0.156125,0.1665,0.127875,0.1965,0.18725,0.162625,0.191125,0.204125
46,0.184375,0.125625,0.098875,0.178,0.092875,0.184375,0.16275,0.20475,0.182625,0.147125,0.184375,0.1675,0.115375,0.13625,0.154875,0.184375,0.223375,0.13175,0.206125,0.189875,0.184375,0.15825,0.14825,0.16125,0.12725,0.184375,0.171625,0.1285,0.146375,0.175375,0.184375,0.1645,0.213375,0.176625,0.119875,0.184375,0.1575,0.129625,0.13175,0.097125,0.184375,0.17425,0.149625,0.187625,0.196
47,0.124375,0.075375,0.04775,0.12325,0.040375,0.124375,0.0992499999999999,0.143625,0.1245,0.08325,0.124375,0.117875,0.05625,0.078375,0.1005,0.124375,0.160625,0.077125,0.14975,0.130125,0.124375,0.10175,0.0885,0.098875,0.071625,0.124375,0.111875,0.070125,0.081,0.113375,0.124375,0.103125,0.15075,0.112875,0.0635,0.124375,0.098,0.0726250000000001,0.087125,0.039875,0.124375,0.11425,0.08525,0.118625,0.132375
48,0.131,0.102625,0.05925,0.135125,0.040375,0.131,0.10875,0.1525,0.13125,0.09475,0.131,0.135375,0.064875,0.084375,0.1075,0.131,0.16825,0.08325,0.16475,0.139125,0.131,0.106875,0.099375,0.1005,0.07825,0.131,0.123875,0.076375,0.081,0.11875,0.131,0.1035,0.158875,0.112875,0.071125,0.131,0.102625,0.08125,0.1005,0.046625,0.131,0.123875,0.08225,0.111875,0.13375
49,0.111625,0.06675,0.034875,0.112,0.022125,0.111625,0.08625,0.1315,0.10975,0.073875,0.111625,0.1075,0.0425,0.06475,0.085125,0.111625,0.14875,0.063625,0.141375,0.118875,0.111625,0.09175,0.075375,0.087375,0.061375,0.111625,0.100375,0.056,0.0655,0.099125,0.111625,0.089,0.139875,0.097625,0.04925,0.111625,0.0836249999999999,0.064625,0.075375,0.025625,0.111625,0.101125,0.069125,0.1015,0.118
50,0.104375,0.059875,0.026375,0.104375,0.015,0.104375,0.078875,0.12525,0.102375,0.06625,0.104375,0.100375,0.03525,0.06025,0.0776250000000001,0.104375,0.142875,0.0545,0.13425,0.113,0.104375,0.0835,0.06925,0.07725,0.052,0.104375,0.0932500000000001,0.048875,0.0615,0.09475,0.104375,0.081875,0.133,0.089875,0.042,0.104375,0.077,0.05425,0.0649999999999999,0.017625,0.104375,0.0942499999999999,0.061625,0.0945,0.11425
51,0.0965,0.053,0.018625,0.098625,0.00624999999999998,0.0965,0.072375,0.119375,0.096,0.061125,0.0965,0.093125,0.02825,0.05075,0.070375,0.0965,0.13625,0.0513749999999999,0.128125,0.106375,0.0965,0.07475,0.061375,0.0705,0.04475,0.0965,0.086125,0.04225,0.055125,0.08575,0.0965,0.074125,0.127375,0.083875,0.0345,0.0965,0.069375,0.047,0.057875,0.00987499999999997,0.0965,0.08775,0.053625,0.087875,0.106
52,0.090375,0.0453750000000001,0.0105,0.090875,0,0.090375,0.06425,0.112375,0.090125,0.0555,0.090375,0.085625,0.019875,0.0425,0.062125,0.090375,0.1305,0.0413750000000001,0.121625,0.099625,0.090375,0.0675,0.05375,0.0649999999999999,0.0365,0.090375,0.08,0.035875,0.046125,0.07725,0.090375,0.067125,0.120375,0.076375,0.026625,0.090375,0.06225,0.039625,0.050625,0.001,0.090375,0.080375,0.04675,0.0805,0.0992499999999999
